phone,usage
012-2426-9123,762.23
012-2426-9124,109.97
012-2426-9125,563.37
012-2426-9126,4131.43
012-2426-9127,169.79
012-2426-9128,1937.03
012-2426-9129,16.49
012-2426-9130,537.41
012-2426-9131,208.3
012-2426-9132,294.57
012-2426-9133,89.5
012-2426-9134,871.38
012-2426-9135,685.77
012-2426-9136,2.28
012-2426-9137,173.59
012-2426-9138,1048.04
012-2426-9139,6271.71
012-2426-9140,4687.06
012-2426-9141,2273.52
012-2426-9142,5257.27
012-2426-9143,9375.65
012-2426-9144,7632.67
012-2426-9145,6230.62
012-2426-9146,6241.74
012-2426-9147,2122.22
012-2426-9148,6256.61
012-2426-9149,3271.61
012-2426-9150,3625.7
012-2426-9151,8018.86
012-2426-9152,193.29
012-2426-9153,11024.83
012-2426-9154,1368.98
012-2426-9155,11405.3
012-2426-9156,3350.42
012-2426-9157,1278.23
012-2426-9158,1806.87
012-2426-9159,6652.29
012-2426-9160,7490.21
012-2426-9161,4217.08
012-2426-9162,22652.51
012-2426-9163,3424.43
012-2426-9164,547.65
012-2426-9165,1531.97
012-2426-9166,11909.95
012-2426-9167,1243.78
012-2426-9168,5095.6
012-2426-9169,4071.17
012-2426-9170,617.27
012-2426-9171,14547.42
012-2426-9172,7563.38
012-2426-9173,911.8
012-2426-9174,8032.99
012-2426-9175,757.38
012-2426-9176,9988.19
012-2426-9177,1247.35
012-2426-9178,12125.89
012-2426-9179,4370
012-2426-9180,10919.04
012-2426-9181,2551.49
012-2426-9182,8844.55
012-2426-9183,6497.56
012-2426-9184,5602.77
012-2426-9185,859.9
012-2426-9186,4944.95
012-2426-9187,6834.57
012-2426-9188,47.32
012-2426-9189,6257.49
012-2426-9190,12761.78
012-2426-9192,12286.72
012-2426-9193,4468.93
012-2426-9194,7052.05
012-2426-9195,9384.97
012-2426-9196,7885.43
012-2426-9197,11867.16
012-2426-9198,13288.61
012-2426-9199,8619.83
012-2426-9200,3971.11
012-2426-9201,12066.29
012-2426-9202,8352.03
012-2426-9203,8291.14
012-2426-9204,9572.24
012-2426-9205,7219.21
012-2426-9206,12000.07
012-2426-9207,13570.97
012-2426-9208,16677.13
012-2426-9209,13098.23
012-2426-9210,7429.06
012-2426-9211,5935.98
012-2426-9212,9110.45
012-2426-9213,8051.91
012-2426-9214,6379.04
012-2426-9215,3229.48
012-2426-9216,4774.3
012-2426-9217,5474.06
012-2426-9218,10024.09
012-2426-9219,7723.7
012-2426-9220,6308.8
012-2426-9221,3529.31
012-2426-9223,6217.49
012-2426-9224,3972.11
012-2426-9225,4260.38
012-2426-9226,10517.98
012-2426-9227,4684.68
012-2426-9228,6457.16
012-2426-9230,5086.23
012-2426-9231,12088.1
012-2426-9232,7861.93
012-2426-9233,10574.26
012-2426-9234,9695.77
012-2426-9235,9085.19
012-2426-9236,8472.12
012-2426-9237,10102.41
012-2426-9238,8852.52
012-2426-9239,11425.83
012-2426-9240,5527.27
012-2426-9241,7404.86
012-2426-9242,7607.5
012-2426-9243,12390.86
012-2426-9244,5542.32
012-2426-9245,9885.11
012-2426-9246,9678.41
012-2426-9247,6680.32
012-2426-9248,6717.83
012-2426-9249,7078.37
012-2426-9250,7754.54
012-2426-9251,6.64
012-2426-9252,1481.54
012-2426-9253,463.43
012-2426-9254,181.68
012-2426-9255,111.33
012-2426-9256,8.01
012-2426-9257,25.7
012-2426-9258,1302.56
012-2426-9259,0.46
012-2426-9260,172.23
012-2426-9261,436.89
012-2426-9262,0
012-2426-9263,5.99
012-2426-9264,3147.62
012-2426-9265,0.78
012-2426-9266,51.92
012-2426-9267,395.32
012-2426-9268,276.1
012-2426-9269,103.97
012-2426-9270,3412.58
012-2426-9271,9799.17
012-2426-9272,15635.86
012-2426-9273,9246.28
012-2426-9274,2754.28
012-2426-9275,6242.04
012-2426-9276,15214.9
012-2426-9277,6949.86
012-2426-9278,12338.95
012-2426-9279,8299.53
012-2426-9280,9317
012-2426-9281,10895.78
012-2426-9282,10027.48
012-2426-9283,9362.69
012-2426-9284,10542.64
012-2426-9285,8723.45
012-2426-9286,8638.42
012-2426-9287,8477.79
012-2426-9288,8397.11
012-2426-9289,7011.04
012-2426-9290,7630.65
012-2426-9291,10299.3
012-2426-9293,11138.32
012-2426-9294,13706.55
012-2426-9295,7000.25
012-2426-9296,13886.8
012-2426-9297,12509.96
012-2426-9298,11338.27
012-2426-9299,6675.44
012-2426-9300,9272.78
012-2426-9301,3594.23
012-2426-9302,4201.89
012-2426-9303,7442.25
012-2426-9304,65.53
012-2426-9305,780.96
012-2426-9306,23.86
012-2426-9307,3.41
012-2426-9308,4348.01
012-2426-9309,548.92
012-2426-9310,1001.55
012-2426-9311,533.03
012-2426-9312,2.47
012-2426-9313,1329.36
012-2426-9314,7.99
012-2426-9315,148.3
012-2426-9316,153.91
012-2426-9317,689.65
012-2426-9318,0.48
012-2426-9319,811.01
012-2426-9320,143.37
012-2426-9321,46.65
012-2426-9322,2054.48
012-2426-9323,23.72
012-2426-9324,4038.97
012-2426-9325,5666.98
012-2426-9326,5176.66
012-2426-9327,5226
012-2426-9328,9050.74
012-2426-9329,9364.61
012-2426-9330,14423.35
012-2426-9331,7668.59
012-2426-9332,6839.92
012-2426-9334,6351.96
012-2426-9335,7813.35
012-2426-9336,8451
012-2426-9337,7917.22
012-2426-9338,19385.63
012-2426-9340,6414.28
012-2426-9341,9243.84
012-2426-9342,5846.54
012-2426-9343,2105.69
012-2426-9344,4477.39
012-2426-9345,6791.36
012-2426-9346,8675.94
012-2426-9347,9095.42
012-2426-9348,10982.38
012-2426-9349,148.82
012-2426-9350,2026.44
012-2426-9351,4220.43
012-2426-9352,4392.1
012-2426-9353,1620.45
012-2426-9354,44.91
012-2426-9355,79.51
012-2426-9356,166.35
012-2426-9357,49.54
012-2426-9358,6
012-2426-9359,516.03
012-2426-9360,602.91
012-2426-9361,0.71
012-2426-9362,385.15
012-2426-9363,3179.15
012-2426-9364,1090.77
012-2426-9365,2959.32
012-2426-9366,2948.69
012-2426-9367,57.61
012-2426-9368,6088.23
012-2426-9369,607.1
012-2426-9370,103.24
012-2426-9371,10005.01
012-2426-9372,8497.02
012-2426-9373,7226.81
012-2426-9374,12168.62
012-2426-9375,9947.74
012-2426-9376,7433.45
012-2426-9377,11452.2
012-2426-9378,570.39
012-2426-9379,13685.67
012-2426-9380,9608.58
012-2426-9381,10534.94
012-2426-9382,8964.25
012-2426-9383,7798.34
012-2426-9384,3464.56
012-2426-9385,5813.44
012-2426-9386,5294.14
012-2426-9387,5823.73
012-2426-9388,4370.84
012-2426-9389,4590.17
012-2426-9390,6619.27
012-2426-9391,4949.33
012-2426-9392,7076.2
012-2426-9394,1668.49
012-2426-9395,15778.97
012-2426-9396,10216.28
012-2426-9397,895.92
012-2426-9398,12361.95
012-2426-9399,5934.57
012-2426-9400,11748.9
012-2426-9401,2438.64
012-2426-9402,4048.87
012-2426-9403,2515.85
012-2426-9404,0
012-2426-9405,1363.67
012-2426-9406,1744.97
012-2426-9407,2056.76
012-2426-9408,9788.73
012-2426-9409,3920.85
012-2426-9410,5079.19
012-2426-9411,4022.18
012-2426-9412,3413.91
012-2426-9413,2302.04
012-2426-9414,2208.02
012-2426-9415,6430.32
012-2426-9416,6697.4
012-2426-9417,4057.29
012-2426-9418,5947.3
012-2426-9419,4220.59
012-2426-9420,6847.25
012-2426-9421,7226.1
012-2426-9422,1753.42
012-2426-9423,4069.75
012-2426-9424,7336.72
012-2426-9425,770.57
012-2426-9426,1980.78
012-2426-9427,4087.91
012-2426-9428,8966.23
012-2426-9429,12114.35
012-2426-9430,6748.76
012-2426-9431,5411.64
012-2426-9432,6473.15
012-2426-9433,2561.67
012-2426-9434,4173.44
012-2426-9435,5948.09
012-2426-9436,8038.48
012-2426-9437,7636.03
012-2426-9438,7534.35
012-2426-9439,2200.84
012-2426-9440,2564.38
012-2426-9441,9480.95
012-2426-9442,17233.1
012-2426-9443,5907.33
012-2426-9445,17041.97
012-2426-9446,3814.29
012-2426-9447,6978.15
012-2426-9448,3332.08
012-2426-9450,4841.25
012-2426-9451,9607.86
012-2426-9452,10446.32
012-2426-9453,8127.99
012-2426-9454,5742.18
012-2426-9455,12163.38
012-2426-9456,12306.31
012-2426-9457,4165.61
012-2426-9458,10149.04
012-2426-9459,7009.81
012-2426-9460,6617.81
012-2426-9461,4852.35
012-2426-9462,7829.58
012-2426-9463,8504.85
012-2426-9464,13157.45
012-2426-9465,8837.27
012-2426-9466,7574
012-2426-9467,11884.87
012-2426-9468,11657.93
012-2426-9469,10058.88
012-2426-9470,4405.42
012-2426-9471,7641.19
012-2426-9472,6378.07
012-2426-9473,6188.79
012-2426-9474,6439.77
012-2426-9475,9766.82
012-2426-9476,13664.59
012-2426-9477,1580.2
012-2426-9478,14188.08
012-2426-9479,6129.37
012-2426-9480,16235.54
012-2426-9481,10419.24
012-2426-9482,11232.11
012-2426-9483,562.64
012-2426-9484,62586.95
012-2426-9485,15969.42
012-2426-9486,7313.63
012-2426-9487,32179.92
012-2426-9488,11290.15
012-2426-9489,7066.41
012-2426-9490,37917.19
012-2426-9491,5455.66
012-2426-9492,8912.81
012-2426-9493,6270.28
012-2426-9495,11359.44
012-2426-9496,0
012-2426-9497,5317.37
012-2426-9498,12174
012-2426-9499,5523.84
012-2426-9501,11274.37
012-2426-9502,2015.17
012-2426-9503,42.7
012-2426-9504,190.81
012-2426-9505,188.12
012-2426-9506,3.18
012-2426-9507,7756.24
012-2426-9508,12833.74
012-2426-9509,8780.08
012-2426-9510,56497.15
012-2426-9511,9844.36
012-2426-9512,9775.72
012-2426-9513,8322.35
012-2426-9514,5422.9
012-2426-9515,13393.87
012-2426-9516,15280.53
012-2426-9517,87614.16
012-2426-9518,34116.12
012-2426-9519,12965.9
012-2426-9520,9734.13
012-2426-9521,2254.34
012-2426-9522,7104.29
012-2426-9523,4568.81
012-2426-9524,43458.86
012-2426-9525,6031.51
012-2426-9526,3749.33
012-2426-9527,12003.96
012-2426-9528,13336.17
012-2426-9529,67032.7
012-2426-9530,182878.68
012-2426-9531,75974.9
012-2426-9532,5038.71
012-2426-9533,4459.77
012-2426-9534,5.63
012-2426-9535,25.21
012-2426-9536,1417.64
012-2426-9537,36.89
012-2426-9538,1235.57
012-2426-9539,279.29
012-2426-9540,52
012-2426-9541,5406.9
012-2426-9542,3605.15
012-2426-9543,1092.87
012-2426-9544,8.36
012-2426-9545,414.76
012-2426-9546,1334.73
012-2426-9547,1568.8
012-2426-9548,4.67
012-2426-9549,169.93
012-2426-9550,6.38
012-2426-9551,389.27
012-2426-9552,182.63
012-2426-9553,6578
012-2426-9554,10326.33
012-2426-9556,1557.7
012-2426-9557,10025.49
012-2426-9558,7010.5
012-2426-9560,6257.41
012-2426-9561,7409.43
012-2426-9562,6172.95
012-2426-9563,7483.26
012-2426-9564,11829.62
012-2426-9565,13055.33
012-2426-9566,3931.95
012-2426-9567,13839.73
012-2426-9568,7528.91
012-2426-9569,6291.53
012-2426-9570,10377.79
012-2426-9571,4575.48
012-2426-9572,7034.4
012-2426-9573,8269.91
012-2426-9574,13687.58
012-2426-9575,7166.24
012-2426-9576,8646.39
012-2426-9577,4040.13
012-2426-9578,7289.97
012-2426-9579,11026.28
012-2426-9580,6844.72
012-2426-9581,6515.19
012-2426-9582,8173.33
012-2426-9583,6300.97
012-2426-9584,7925.38
012-2426-9585,5665.57
012-2426-9586,7064.23
012-2426-9587,6527.45
012-2426-9588,7349.85
012-2426-9589,9409.46
012-2426-9590,8267.15
012-2426-9591,5866.58
012-2426-9592,5518.78
012-2426-9593,2357.3
012-2426-9594,142.55
012-2426-9596,76.09
012-2426-9597,1.52
012-2426-9598,1.28
012-2426-9599,105.26
012-2426-9601,9340.45
012-2426-9602,7.77
012-2426-9603,1434.44
012-2426-9604,7703.25
012-2426-9605,4250.37
012-2426-9606,8914.99
012-2426-9607,11438.43
012-2426-9608,8208.09
012-2426-9609,6509.05
012-2426-9610,10288.98
012-2426-9611,34684
012-2426-9612,11462.17
012-2426-9613,12586.79
012-2426-9614,8154.01
012-2426-9615,14572.5
012-2426-9616,14751.21
012-2426-9617,7375.32
012-2426-9618,6006.34
012-2426-9619,9668.93
012-2426-9620,13769.33
012-2426-9621,14514.49
012-2426-9622,7762.54
012-2426-9623,2172.38
012-2426-9624,72055.71
012-2426-9625,7310.04
012-2426-9626,11169.1
012-2426-9627,9602.13
012-2426-9628,520.68
012-2426-9629,10.87
012-2426-9630,43.79
012-2426-9631,751.16
012-2426-9632,74.7
012-2426-9633,23.17
012-2426-9634,426.5
012-2426-9635,730.69
012-2426-9636,509.42
012-2426-9637,9320.81
012-2426-9638,356.75
012-2426-9639,1184.4
012-2426-9640,889.54
012-2426-9641,5221.23
012-2426-9642,3320.51
012-2426-9643,76.7
012-2426-9644,555.31
012-2426-9645,1805.54
012-2426-9646,252.07
012-2426-9647,11378.08
012-2426-9648,7122.39
012-2426-9649,9498.44
012-2426-9650,9264.06
012-2426-9651,6466.78
012-2426-9652,6722.93
012-2426-9653,7746.08
012-2426-9654,8830.83
012-2426-9655,10210.62
012-2426-9656,5718.31
012-2426-9657,9625.59
012-2426-9658,10980.46
012-2426-9659,11420.02
012-2426-9660,11802.83
012-2426-9661,12832.21
012-2426-9662,5281.58
012-2426-9663,6778.15
012-2426-9664,8583.13
012-2426-9665,6851.94
012-2426-9667,11987.91
012-2426-9668,0.04
012-2426-9670,8.31
012-2426-9671,229.01
012-2426-9672,1471.61
012-2426-9673,1570.1
012-2426-9674,302.03
012-2426-9675,70.76
012-2426-9676,3805.82
012-2426-9677,0.48
012-2426-9678,4163.01
012-2426-9679,116588.61
012-2426-9680,14770.69
012-2426-9681,9151.08
012-2426-9682,37022.62
012-2426-9683,2628.1
012-2426-9684,9784.16
012-2426-9685,3056.2
012-2426-9686,111.18
012-2426-9687,4172.23
012-2426-9688,11105.13
012-2426-9689,9359.64
012-2426-9690,3796.76
012-2426-9691,14881.92
012-2426-9692,9331.83
012-2426-9693,8969.87
012-2426-9694,3088.84
012-2426-9695,5916.43
012-2426-9697,10292.3
012-2426-9698,9474.3
012-2426-9699,11748.12
012-2426-9701,10733.78
012-2426-9702,5403.51
012-2426-9703,1968.91
012-2426-9704,8.41
012-2426-9705,410.75
012-2426-9706,2027.73
012-2426-9707,7323.1
012-2426-9708,293.82
012-2426-9709,99.77
012-2426-9710,1073.41
012-2426-9711,340.16
012-2426-9712,29.41
012-2426-9713,6900.54
012-2426-9714,10117
012-2426-9715,8570.86
012-2426-9716,1121.56
012-2426-9717,4027.96
012-2426-9718,12280.03
012-2426-9719,7288.21
012-2426-9720,3402.58
012-2426-9721,9165.99
012-2426-9722,6966.63
012-2426-9723,4281.15
012-2426-9724,8770.83
012-2426-9725,11025.67
012-2426-9726,9255.76
012-2426-9727,5997.16
012-2426-9728,9548.27
012-2426-9729,7593.03
012-2426-9730,2660.71
012-2426-9731,2077.48
012-2426-9732,12492.37
012-2426-9733,13684.15
012-2426-9734,8991.31
012-2426-9735,3136.12
012-2426-9736,6560.86
012-2426-9737,1710
012-2426-9738,7773.57
012-2426-9739,3526.55
012-2426-9740,10004.1
012-2426-9741,7098.94
012-2426-9742,6141.33
012-2426-9743,10920.33
012-2426-9744,3291.55
012-2426-9745,4468.79
012-2426-9746,6179.42
012-2426-9747,3102.58
012-2426-9748,11378.64
012-2426-9749,1346.81
012-2426-9750,9020.74
012-2426-9751,12386.12
012-2426-9752,4222.14
012-2426-9753,5619.06
012-2426-9754,10468.83
012-2426-9755,7815.44
012-2426-9756,5436.85
012-2426-9757,11552.72
012-2426-9758,0
012-2426-9759,7874.44
012-2426-9760,8955.91
012-2426-9761,9586.04
012-2426-9762,5998.78
012-2426-9763,9224.97
012-2426-9764,9614.05
012-2426-9765,6393.26
012-2426-9766,6485.79
012-2426-9767,5475.09
012-2426-9768,8145.89
012-2426-9769,9789.57
012-2426-9770,8567.5
012-2426-9771,5935.07
012-2426-9772,3987.18
012-2426-9773,8724.27
012-2426-9774,6008.97
012-2426-9775,3591.05
012-2426-9776,11178.63
012-2426-9778,3017.36
012-2426-9780,7702.53
012-2426-9781,9263.35
012-2426-9782,7878.98
012-2426-9783,9592.58
012-2426-9784,5967.05
012-2426-9785,6259.54
012-2426-9786,3620.32
012-2426-9787,10322.8
012-2426-9788,12025.98
012-2426-9789,8134.52
012-2426-9790,9850.49
012-2426-9791,1706.27
012-2426-9792,3940.92
012-2426-9793,137.64
012-2426-9794,255.6
012-2426-9795,182.99
012-2426-9796,5.71
012-2426-9798,26.07
012-2426-9799,0.85
012-2426-9801,13.96
012-2426-9802,676.17
012-2426-9803,5.51
012-2426-9804,26.65
012-2426-9805,0
012-2426-9806,511.03
012-2426-9807,263.83
012-2426-9808,1611.31
012-2426-9809,4346.97
012-2426-9810,5342.08
012-2426-9811,86164.47
012-2426-9812,5743.98
012-2426-9813,30551.18
012-2426-9814,6282.18
012-2426-9815,8284.35
012-2426-9816,5109.28
012-2426-9817,7468.04
012-2426-9818,30515.47
012-2426-9819,19894.39
012-2426-9820,14517.81
012-2426-9821,7580.91
012-2426-9822,8477.11
012-2426-9823,5636.33
012-2426-9824,9676.47
012-2426-9825,9070.53
012-2426-9826,4188.61
012-2426-9827,21057.46
012-2426-9828,12983.57
012-2426-9829,14041.35
012-2426-9830,2475.88
012-2426-9831,149622.48
012-2426-9832,6354.15
012-2426-9833,5899.26
012-2426-9834,4479.07
012-2426-9835,6834.22
012-2426-9836,4205.76
012-2426-9837,9250.23
012-2426-9838,7862.05
012-2426-9839,449.43
012-2426-9840,5781.41
012-2426-9841,5521.38
012-2426-9842,4397.68
012-2426-9843,14269.91
012-2426-9844,743.35
012-2426-9845,1180.35
012-2426-9846,356.76
012-2426-9847,207.22
012-2426-9848,795.97
012-2426-9849,4927.67
012-2426-9850,6024.52
012-2426-9851,9817.71
012-2426-9852,11203.45
012-2426-9853,9361.23
012-2426-9854,7420.47
012-2426-9855,6165.24
012-2426-9856,5783.73
012-2426-9857,10488.58
012-2426-9858,4585.57
012-2426-9859,6992.6
012-2426-9860,11029.61
012-2426-9861,7221.23
012-2426-9862,6227.41
012-2426-9863,11280.32
012-2426-9864,42.4
012-2426-9865,242.72
012-2426-9866,916.23
012-2426-9867,0
012-2426-9868,4062.44
012-2426-9869,3478.14
012-2426-9870,0.02
012-2426-9871,1.93
012-2426-9872,702.48
012-2426-9873,0
012-2426-9874,588.9
012-2426-9875,63.13
012-2426-9877,18.57
012-2426-9878,5237.13
012-2426-9879,79171.42
012-2426-9880,9497.93
012-2426-9881,12619.54
012-2426-9882,14488.77
012-2426-9883,4482.93
012-2426-9884,8752.88
012-2426-9885,16399.3
012-2426-9886,5363.03
012-2426-9887,12027
012-2426-9890,10800.54
012-2426-9891,10247.95
012-2426-9892,5488.2
012-2426-9893,44763
012-2426-9894,8406.22
012-2426-9895,6457.97
012-2426-9896,54652.5
012-2426-9897,27930.9
012-2426-9899,13058.68
012-2426-9901,9032.93
012-2426-9902,5809.06
012-2426-9903,11687.49
012-2426-9904,2369.26
012-2426-9905,1237.94
012-2426-9906,793.04
012-2426-9907,9023.94
012-2426-9908,6803.24
012-2426-9909,11324.3
012-2426-9910,11055.62
012-2426-9912,4225.73
012-2426-9913,8390.39
012-2426-9914,8201.18
012-2426-9915,9185
012-2426-9916,3971.86
012-2426-9917,830.86
012-2426-9918,2190.23
012-2426-9920,2683.18
012-2426-9921,4033.92
012-2426-9923,5991.32
012-2426-9924,4811.08
012-2426-9925,6784.27
012-2426-9926,9094.5
012-2426-9927,9473.71
012-2426-9928,4883.22
012-2426-9929,4175.06
012-2426-9930,6346.4
012-2426-9931,2842.49
012-2426-9932,4779.64
012-2426-9934,7088.55
012-2426-9935,11451.29
012-2426-9936,6679.18
012-2426-9937,3197.18
012-2426-9938,8697.62
012-2426-9939,2695.41
012-2426-9940,483.01
012-2426-9941,13395.19
012-2426-9942,4167.77
012-2426-9943,7858.01
012-2426-9945,500.88
012-2426-9946,4714.23
012-2426-9947,9845.33
012-2426-9948,6776.48
012-2426-9949,4327.33
012-2426-9950,7632.95
012-2426-9951,524.38
012-2426-9952,4112.46
012-2426-9953,14949.48
012-2426-9954,6628.47
012-2426-9956,2836.95
012-2426-9957,5886.47
012-2426-9958,1588.54
012-2426-9959,6219.73
012-2426-9960,13439.31
012-2426-9961,3228.43
012-2426-9962,608.34
012-2426-9963,12299.05
012-2426-9964,322.35
012-2426-9965,8180.05
012-2426-9967,8998.22
012-2426-9968,4375.21
012-2426-9969,7045.39
012-2426-9970,960.47
012-2426-9971,331.29
012-2426-9972,13109.46
012-2426-9973,9049.88
012-2426-9974,133740.09
012-2426-9975,5635.19
012-2426-9976,132.02
012-2426-9978,797
012-2426-9979,11520.76
012-2426-9980,2386.43
012-2426-9981,6250.27
012-2426-9982,1838.86
012-2426-9983,9696.42
012-2426-9984,6160.79
012-2426-9985,6705.94
012-2426-9986,6115.5
012-2426-9987,9460.89
012-2426-9989,8922.93
012-2711-0010,4366.73
012-2711-0012,3103.14
012-2711-0013,2634.11
012-2711-0014,4286.72
012-2711-0015,9361.59
012-2711-0016,4036.14
012-2711-0017,4687.43
012-2711-0018,2489.36
012-2711-0019,4076.09
012-2711-0020,3744.36
012-2711-0021,4833.02
012-2711-0023,6053.85
012-2711-0024,4210.83
012-2711-0025,14557.04
012-2711-0026,2059.45
012-2711-0027,16071.85
012-2711-0028,7778.97
012-2711-0029,3768.24
012-2711-0030,3087.34
012-2711-0031,2526.96
012-2711-0032,7454.02
012-2711-0034,5968.18
012-2711-0035,7965.3
012-2711-0036,11781.74
012-2711-0037,3639.93
012-2711-0038,12601.21
012-2711-0039,2480.45
012-2711-0040,4329.48
012-2711-0041,12395.62
012-2711-0042,3400.73
012-2711-0043,6226.03
012-2711-0045,8895.25
012-2711-0046,4449.55
012-2711-0047,3558.05
012-2711-0048,12225.15
012-2711-0049,2944.27
012-2711-0050,8994.31
012-2711-0051,7481.73
012-2711-0052,9909.28
012-2711-0053,7933.59
012-2711-0054,16288.57
012-2711-0056,1623.89
012-2711-0057,4948.56
012-2711-0058,3953
012-2711-0059,729.13
012-2711-0060,6195.41
012-2711-0061,9828.6
012-2711-0062,2066.48
012-2711-0063,5128.87
012-2711-0064,7646.4
012-2711-0065,4964.6
012-2711-0067,15245.02
012-2711-0068,1070.8
012-2711-0069,6714.65
012-2711-0070,1349.79
012-2711-0071,4779.1
012-2711-0072,3521.95
012-2711-0073,421.75
012-2711-0074,433.87
012-2711-0075,2182.56
012-2711-0076,4099.7
012-2711-0078,1933.21
012-2711-0079,3171.71
012-2711-0080,7527.78
012-2711-0081,2071.04
012-2711-0082,5683.35
012-2711-0083,3082.56
012-2711-0084,5589.48
012-2711-0085,1033.33
012-2711-0086,2681.03
012-2711-0087,2447.33
012-2711-0089,5728.29
012-2711-0090,6415.87
012-2711-0091,2630.68
012-2711-0092,5118.61
012-2711-0093,4686.17
012-2711-0094,3964.97
012-2711-0095,10064.34
012-2711-0096,1765.37
012-2711-0097,2322.18
012-2711-0098,11690.3
012-2711-0102,3438.48
012-2711-0103,9548.96
012-2711-0104,7966.62
012-2711-0105,5780.08
012-2711-0106,6548.2
012-2711-0107,4939.61
012-2711-0108,4380.89
012-2711-0109,1503.07
012-2711-0113,4639.84
012-2711-0115,6943.85
012-2711-0116,9224.26
012-2711-0117,2614.34
012-2711-0118,2318.18
012-2711-0120,5596.57
012-2711-0121,5355.43
012-2711-0122,2920.85
012-2711-0124,426.89
012-2711-0125,2683.53
012-2711-0126,6522.98
012-2711-0127,6072.79
012-2711-0128,2750.88
012-2711-0129,3764.68
012-2711-0130,8888.27
012-2711-0131,7606.68
012-2711-0132,1837.5
012-2711-0133,13158.31
012-2711-0134,7385.81
012-2711-0135,2169.6
012-2711-0136,2576.3
012-2711-0137,2505.63
012-2711-0138,1222.7
012-2711-0139,1969.64
012-2711-0140,2105.35
012-2711-0141,930.11
012-2711-0142,5384.65
012-2711-0143,3798.64
012-2711-0144,3135.58
012-2711-0145,6947.45
012-2711-0146,2663.08
012-2711-0147,1603.89
012-2711-0148,13904.41
012-2711-0149,2810.34
012-2711-0150,3350.09
012-2711-0151,10606.64
012-2711-0152,6943.48
012-2711-0153,8264.39
012-2711-0154,1142.23
012-2711-0155,2071.31
012-2711-0156,1947.6
012-2711-0157,5130.25
012-2711-0158,0
012-2711-0159,3867.35
012-2711-0160,115.16
012-2711-0161,426.46
012-2711-0162,4955.97
012-2711-0163,1225.94
012-2711-0164,4373.11
012-2711-0165,2450
012-2711-0166,9748.17
012-2711-0167,4168.91
012-2711-0168,5975.09
012-2711-0169,1160.92
012-2711-0170,4085.39
012-2711-0171,428.69
012-2711-0172,4975.85
012-2711-0173,3308.89
012-2711-0174,9434.09
012-2711-0175,4476.71
012-2711-0176,1526.78
012-2711-0177,2883.2
012-2711-0178,422.39
012-2711-0179,5575.19
012-2711-0180,3762.86
012-2711-0181,11353.96
012-2711-0182,9205.53
012-2711-0183,5549.07
012-2711-0184,2828.92
012-2711-0185,5907.53
012-2711-0186,7407.13
012-2711-0187,2046.93
012-2711-0188,3095.06
012-2711-0189,422.32
012-2711-0190,2079.85
012-2711-0191,9760.55
012-2711-0192,4419.15
012-2711-0193,2478.04
012-2711-0194,891.8
012-2711-0195,3726.24
012-2711-0196,3632.67
012-2711-0197,5232.15
012-2711-0198,3364.46
012-2711-0199,3517.16
012-2711-0201,2686.2
012-2711-0203,4835.93
012-2711-0204,2333.36
012-2711-0205,3333.31
012-2711-0206,7884.9
012-2711-0207,13308.81
012-2711-0208,3371.38
012-2711-0209,3636.71
012-2711-0210,422.34
012-2711-0211,2119.21
012-2711-0212,5647.87
012-2711-0213,1469.3
012-2711-0214,3166.57
012-2711-0215,4879.25
012-2711-0216,901.44
012-2711-0217,2947.29
012-2711-0218,3447.55
012-2711-0219,0
012-2711-0221,2615.1
012-2711-0223,3931.77
012-2711-0224,2301.78
012-2711-0225,3896.28
012-2711-0226,5208.96
012-2711-0227,7408.96
012-2711-0228,10229.17
012-2711-0229,8151.18
012-2711-0230,5120.94
012-2711-0231,7155.42
012-2711-0232,7314.13
012-2711-0233,3436.77
012-2711-0234,8897.05
012-2711-0235,17432.33
012-2711-0236,126.69
012-2711-0237,12807.81
012-2711-0238,7051.83
012-2711-0239,4990.85
012-2711-0240,1317.23
012-2711-0241,6810.8
012-2711-0242,6029.42
012-2711-0243,4897.59
012-2711-0244,7058.74
012-2711-0245,11865.22
012-2711-0246,4144.26
012-2711-0247,7616.62
012-2711-0248,2904.96
012-2711-0249,7023.91
012-2711-0250,8180.24
012-2711-0251,10182.65
012-2711-0252,10189.71
012-2711-0253,4219.01
012-2711-0254,7122.87
012-2711-0255,9199.22
012-2711-0256,5312.26
012-2711-0257,12534.52
012-2711-0258,7266.08
012-2711-0259,8681.25
012-2711-0260,8088.6
012-2711-0261,10822.83
012-2711-0262,5671.65
012-2711-0263,11753.22
012-2711-0264,5855.76
012-2711-0265,5184.94
012-2711-0266,4205.01
012-2711-0267,26066.24
012-2711-0268,11460.71
012-2711-0269,7474.86
012-2711-0270,7963.01
012-2711-0271,7346.18
012-2711-0272,11114.89
012-2711-0273,6608.14
012-2711-0274,7467.57
012-2711-0275,12640.13
012-2711-0276,7923.08
012-2711-0277,9922.51
012-2711-0278,138.71
012-2711-0279,8124.37
012-2711-0280,259.6
012-2711-0281,95.32
012-2711-0282,8641.51
012-2711-0283,2368.12
012-2711-0284,257.75
012-2711-0285,348.04
012-2711-0286,7661.28
012-2711-0287,89.17
012-2711-0288,196.61
012-2711-0289,10693.1
012-2711-0290,22.87
012-2711-0291,856.42
012-2711-0292,6038.88
012-2711-0293,56001.82
012-2711-0294,5853.41
012-2711-0295,343.53
